Center,Hour,Date,Forecast,Lower_CI,Upper_CI
SC34,0,2023-11-28,753.2988081707437,137.86879451759353,1368.7288218238937
SC34,0,2023-11-29,753.2988081707437,133.516290786063,1373.0813255554244
SC34,0,2023-11-30,753.2988081707437,129.19414066194565,1377.4034756795418
SC34,0,2023-12-01,753.2988081707437,124.90171782353127,1381.695898517956
SC34,0,2023-12-02,753.2988081707437,120.63841719670927,1385.959199144778
SC34,0,2023-12-03,753.2988081707437,116.40365395931985,1390.1939623821675
SC34,0,2023-12-04,753.2988081707437,112.19686260469814,1394.4007537367893
SC34,0,2023-12-05,753.2988081707437,108.0174960601696,1398.5801202813177
SC34,0,2023-12-06,753.2988081707437,103.86502485660208,1402.7325914848852
SC34,0,2023-12-07,753.2988081707437,99.73893634544959,1406.8586799960376
SC34,0,2023-12-08,753.2988081707437,95.63873396000815,1410.9588823814793
SC34,0,2023-12-09,753.2988081707437,91.5639365178697,1415.0336798236176
SC34,0,2023-12-10,753.2988081707437,87.5140775618022,1419.0835387796851
SC34,0,2023-12-11,753.2988081707437,83.48870473649697,1423.1089116049902
SC34,0,2023-12-12,753.2988081707437,79.48737919883058,1427.1102371426568
SC34,0,2023-12-13,753.2988081707437,75.50967505945891,1431.0879412820284
SC34,0,2023-12-14,753.2988081707437,71.55517885373843,1435.0424374877489
SC34,0,2023-12-15,753.2988081707437,67.623489040109,1438.9741273013783
SC34,0,2023-12-16,753.2988081707437,63.7142155242193,1442.883400817268
SC34,0,2023-12-17,753.2988081707437,59.82697920719579,1446.7706371342915
SC34,0,2023-12-18,753.2988081707437,55.96141155657688,1450.6362047849104
SC34,0,2023-12-19,753.2988081707437,52.117154198537264,1454.48046214295
SC34,0,2023-12-20,753.2988081707437,48.29385853012286,1458.3037578113644
SC34,0,2023-12-21,753.2988081707437,44.49118535031312,1462.1064309911742
SC34,0,2023-12-22,753.2988081707437,40.7088045088027,1465.8888118326845
SC34,0,2023-12-23,753.2988081707437,36.946394571473206,1469.6512217700142
SC34,0,2023-12-24,753.2988081707437,33.20364250159696,1473.3939738398904
SC34,0,2023-12-25,753.2988081707437,29.480243355878542,1477.1173729856087
SC34,0,2023-12-26,753.2988081707437,25.775899994495035,1480.8217163469922
SC34,0,2023-12-27,753.2988081707437,22.090322804359403,1484.507293537128
SC34,1,2023-11-27,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-11-28,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-11-29,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-11-30,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-01,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-02,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-03,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-04,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-05,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-06,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-07,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-08,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-09,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-10,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-11,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-12,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-13,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-14,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-15,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-16,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-17,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-18,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-19,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-20,423.4666589765229,-368.53552756237013,1215.468845515416
SC34,1,2023-12-21,423.4666589765229,-368.53552756237013,1215.468845515416
