Center,Hour,Date,Forecast,Lower_CI,Upper_CI
SC68,0,2023-11-09,15.360917690504298,-74.3683404685957,105.0901758496043
SC68,0,2023-11-10,15.360917690504298,-74.36853385712656,105.09036923813515
SC68,0,2023-11-11,15.360917690504298,-74.36872724524065,105.09056262624924
SC68,0,2023-11-12,15.360917690504298,-74.36892063293793,105.09075601394652
SC68,0,2023-11-13,15.360917690504298,-74.36911402021842,105.09094940122701
SC68,0,2023-11-14,15.360917690504298,-74.36930740708212,105.0911427880907
SC68,0,2023-11-15,15.360917690504298,-74.36950079352903,105.09133617453762
SC68,0,2023-11-16,15.360917690504298,-74.36969417955916,105.09152956056775
SC68,0,2023-11-17,15.360917690504298,-74.3698875651725,105.0917229461811
SC68,0,2023-11-18,15.360917690504298,-74.37008095036907,105.09191633137766
SC68,0,2023-11-19,15.360917690504298,-74.37027433514886,105.09210971615745
SC68,0,2023-11-20,15.360917690504298,-74.3704677195119,105.09230310052048
SC68,0,2023-11-21,15.360917690504298,-74.37066110345813,105.09249648446672
SC68,0,2023-11-22,15.360917690504298,-74.37085448698761,105.0926898679962
SC68,0,2023-11-23,15.360917690504298,-74.37104787010033,105.09288325110892
SC68,0,2023-11-24,15.360917690504298,-74.37124125279628,105.09307663380487
SC68,0,2023-11-25,15.360917690504298,-74.37143463507546,105.09327001608405
SC68,0,2023-11-26,15.360917690504298,-74.3716280169379,105.0934633979465
SC68,0,2023-11-27,15.360917690504298,-74.37182139838356,105.09365677939215
SC68,0,2023-11-28,15.360917690504298,-74.3720147794125,105.09385016042108
SC68,0,2023-11-29,15.360917690504298,-74.37220816002467,105.09404354103326
SC68,0,2023-11-30,15.360917690504298,-74.37240154022011,105.0942369212287
SC68,0,2023-12-01,15.360917690504298,-74.37259491999879,105.09443030100738
SC68,0,2023-12-02,15.360917690504298,-74.37278829936074,105.09462368036932
SC68,0,2023-12-03,15.360917690504298,-74.37298167830595,105.09481705931454
SC68,0,2023-12-04,15.360917690504298,-74.37317505683441,105.095010437843
SC68,0,2023-12-05,15.360917690504298,-74.37336843494614,105.09520381595473
SC68,0,2023-12-06,15.360917690504298,-74.37356181264116,105.09539719364975
SC68,0,2023-12-07,15.360917690504298,-74.37375518991944,105.09559057092802
SC68,0,2023-12-08,15.360917690504298,-74.37394856678098,105.09578394778957
SC68,7,2023-11-19,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-20,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-21,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-22,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-23,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-24,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-25,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-26,16.892874644306765,-62.93356060628597,96.71930989489951
SC68,7,2023-11-27,16.892874644306765,-62.93356060628597,96.71930989489951
