Center,Hour,Date,Forecast,Lower_CI,Upper_CI
SC4,0,2023-11-10,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-11,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-12,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-13,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-14,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-15,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-16,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-17,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-18,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-19,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-20,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-21,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-22,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-23,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-24,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-25,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-26,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-27,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-28,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-29,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-11-30,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-01,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-02,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-03,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-04,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-05,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-06,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-07,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-08,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,0,2023-12-09,1115.8310108532467,-1077.8525087746618,3309.514530481155
SC4,1,2023-11-18,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-19,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-20,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-21,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-22,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-23,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-24,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-25,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-26,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-27,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-28,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-29,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-11-30,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-01,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-02,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-03,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-04,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-05,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-06,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-07,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-08,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-09,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-10,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-11,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-12,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-13,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-14,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-15,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-16,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,1,2023-12-17,1189.2670915008935,-400.91231141910885,2779.4464944208958
SC4,2,2023-11-30,944.4733597721893,-275.3354603799921,2164.2821799243707
SC4,2,2023-12-01,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-02,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-03,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-04,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-05,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-06,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-07,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-08,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-09,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-10,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-11,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-12,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-13,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-14,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-15,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-16,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-17,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-18,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-19,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-20,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-21,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-22,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-23,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-24,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-25,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-26,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-27,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-28,1251.8287635894085,-73.45883847027017,2577.116365649087
SC4,2,2023-12-29,1251.8287635894085,-73.45883847027017,2577.116365649087
