Center,Hour,Date,Forecast,Lower_CI,Upper_CI
SC29,0,2023-11-07,305.3045329170257,-32.823720755698105,643.4327865897495
SC29,0,2023-11-08,312.2696363931317,-27.21957335193906,651.7588461382024
SC29,0,2023-11-09,319.2347398692377,-22.41984799411182,660.8893277325873
SC29,0,2023-11-10,326.19984334534377,-18.591939682719783,670.9916263734074
SC29,0,2023-11-11,333.1649468214498,-15.88996050374169,682.2198541466413
SC29,0,2023-11-12,340.13005029755584,-14.450797391843366,694.710897986955
SC29,0,2023-11-13,347.0951537736619,-14.39063763777591,708.5809451850996
SC29,0,2023-11-14,354.0602572497679,-15.802398270003494,723.9229127695394
SC29,0,2023-11-15,361.02536072587395,-18.75438241896677,740.8051038707147
SC29,0,2023-11-16,367.99046420198,-23.290306530627333,759.2712349345873
SC29,0,2023-11-17,374.955567678086,-29.430639754413505,779.3417751105856
SC29,0,2023-11-18,381.92067115419206,-37.1750208308851,801.0163631392693
SC29,0,2023-11-19,388.8857746302981,-46.50540634287114,824.2769556034673
SC29,0,2023-11-20,395.85087810640414,-57.38957147372656,849.0913276865349
SC29,0,2023-11-21,402.8159815825102,-69.78462054077539,875.4165837057958
SC29,0,2023-11-22,409.7810850586162,-83.64024456948943,903.2024146867218
SC29,0,2023-11-23,416.74618853472225,-98.90155890271501,932.3939359721595
SC29,0,2023-11-24,423.7112920108283,-115.51144297998792,962.9340270016445
SC29,0,2023-11-25,430.6763954869343,-133.41237421218307,994.7651651860517
SC29,0,2023-11-26,437.64149896304036,-152.54779442853226,1027.830792354613
SC29,0,2023-11-27,444.6066024391464,-172.86307278287893,1062.0762776611718
SC29,0,2023-11-28,451.57170591525244,-194.3061382182882,1097.449550048793
SC29,0,2023-11-29,458.5368093913585,-216.8278530637566,1133.9014718464737
SC29,0,2023-11-30,465.5019128674645,-240.38219175455822,1171.3860174894871
SC29,0,2023-12-01,472.46701634357055,-264.9262784625578,1209.8603111496989
SC29,0,2023-12-02,479.4321198196766,-290.42032681006367,1249.2845664494168
SC29,0,2023-12-03,486.3972232957826,-316.8275150657739,1289.6219616573392
SC29,0,2023-12-04,493.36232677188866,-344.11382185283276,1330.8384753966102
SC29,0,2023-12-05,500.3274302479947,-372.2478405839212,1372.9027010799105
SC29,0,2023-12-06,507.29253372410074,-401.20058549032285,1415.7856529385244
SC29,1,2023-11-25,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-11-26,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-11-27,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-11-28,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-11-29,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-11-30,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-01,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-02,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-03,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-04,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-05,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-06,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-07,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-08,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-09,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-10,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-11,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-12,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-13,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-14,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-15,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-16,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-17,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-18,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-19,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-20,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-21,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-22,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-23,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,1,2023-12-24,116.99999820087172,-301.6363405589693,535.6363369607127
SC29,2,2023-11-25,-208.9275437952482,-542.1966922746892,124.34160468419287
SC29,2,2023-11-26,-120.55328274443166,-463.09235071900156,221.98578523013822
SC29,2,2023-11-27,-120.55328274443166,-533.9084686162216,292.8019031273583
SC29,2,2023-11-28,-120.55328274443166,-594.2536165899094,353.14705110104603
SC29,2,2023-11-29,-120.55328274443166,-647.735891413887,406.6293259250237
SC29,2,2023-11-30,-120.55328274443166,-696.2710951158634,455.16452962700015
SC29,2,2023-12-01,-120.55328274443166,-741.0212481382641,499.91468264940085
SC29,2,2023-12-02,-120.55328274443166,-782.7541530837699,541.6475875949067
SC29,2,2023-12-03,-120.55328274443166,-822.0085480867,580.9019825978368
SC29,2,2023-12-04,-120.55328274443166,-859.1797010877016,618.0731355988383
SC29,2,2023-12-05,-120.55328274443166,-894.5678061694267,653.4612406805635
SC29,2,2023-12-06,-120.55328274443166,-928.4072169869017,687.3006514980385
SC29,2,2023-12-07,-120.55328274443166,-960.8850479831689,719.7784824943056
SC29,2,2023-12-08,-120.55328274443166,-992.1535192447823,751.046953755919
SC29,2,2023-12-09,-120.55328274443166,-1022.3384394562075,781.2318739673443
SC29,2,2023-12-10,-120.55328274443166,-1051.5452083076436,810.4386428187804
SC29,2,2023-12-11,-120.55328274443166,-1079.8631711861763,838.7566056973129
SC29,2,2023-12-12,-120.55328274443166,-1107.368847407012,866.2622819181488
SC29,2,2023-12-13,-120.55328274443166,-1134.1283688917495,893.0218034028861
SC29,2,2023-12-14,-120.55328274443166,-1160.1993532207057,919.0927877318423
SC29,2,2023-12-15,-120.55328274443166,-1185.632363590062,944.5257981011986
SC29,2,2023-12-16,-120.55328274443166,-1210.472061852851,969.3654963639877
SC29,2,2023-12-17,-120.55328274443166,-1234.7581300016147,993.6515645127514
SC29,2,2023-12-18,-120.55328274443166,-1258.5260145133514,1017.419449024488
SC29,2,2023-12-19,-120.55328274443166,-1281.8075334784528,1040.7009679895893
SC29,2,2023-12-20,-120.55328274443166,-1304.6313762188645,1063.524810730001
SC29,2,2023-12-21,-120.55328274443166,-1327.0235177872457,1085.9169522983823
SC29,2,2023-12-22,-120.55328274443166,-1349.007565427543,1107.9009999386797
SC29,2,2023-12-23,-120.55328274443166,-1370.6050501687623,1129.4984846798989
SC29,2,2023-12-24,-120.55328274443166,-1391.8356738121709,1150.7291083233074
SC29,3,2023-11-20,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-21,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-22,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-23,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-24,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-25,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-26,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-27,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-28,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-29,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-11-30,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-01,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-02,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-03,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-04,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-05,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-06,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-07,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-08,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-09,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-10,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-11,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-12,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-13,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-14,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-15,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-16,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-17,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-18,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,3,2023-12-19,137.03447487260246,-235.18131455433593,509.25026429954085
SC29,4,2023-11-19,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-20,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-21,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-22,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-23,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-24,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-25,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-26,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-27,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-28,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-29,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-11-30,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-01,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-02,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-03,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-04,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-05,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-06,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-07,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-08,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-09,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-10,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-11,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-12,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-13,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-14,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-15,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-16,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-17,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,4,2023-12-18,128.3793052412352,-219.4579643512847,476.2165748337551
SC29,5,2023-11-11,126.57407717190672,-282.67878842007514,535.8269427638886
SC29,5,2023-11-12,126.57407717190672,-282.67927180933583,535.8274261531493
SC29,5,2023-11-13,126.57407717190672,-282.67975519802565,535.8279095418391
SC29,5,2023-11-14,126.57407717190672,-282.6802385861444,535.8283929299579
SC29,5,2023-11-15,126.57407717190672,-282.6807219736923,535.8288763175058
SC29,5,2023-11-16,126.57407717190672,-282.6812053606692,535.8293597044826
SC29,5,2023-11-17,126.57407717190672,-282.68168874707527,535.8298430908887
SC29,5,2023-11-18,126.57407717190672,-282.68217213291024,535.8303264767237
SC29,5,2023-11-19,126.57407717190672,-282.6826555181744,535.8308098619879
SC29,5,2023-11-20,126.57407717190672,-282.6831389028675,535.831293246681
SC29,5,2023-11-21,126.57407717190672,-282.6836222869897,535.8317766308031
SC29,5,2023-11-22,126.57407717190672,-282.684105670541,535.8322600143545
SC29,5,2023-11-23,126.57407717190672,-282.6845890535214,535.8327433973349
SC29,5,2023-11-24,126.57407717190672,-282.68507243593075,535.8332267797442
SC29,5,2023-11-25,126.57407717190672,-282.6855558177693,535.8337101615828
SC29,5,2023-11-26,126.57407717190672,-282.6860391990368,535.8341935428502
SC29,5,2023-11-27,126.57407717190672,-282.68652257973343,535.8346769235469
SC29,5,2023-11-28,126.57407717190672,-282.68700595985916,535.8351603036726
SC29,5,2023-11-29,126.57407717190672,-282.68748933941396,535.8356436832274
