Center,Hour,Date,Forecast,Lower_CI,Upper_CI
SC17,0,2023-11-14,1456.8823525288012,775.7915278384679,2137.9731772191344
SC17,0,2023-11-15,2020.6294562184798,1337.2873200517479,2703.971592385212
SC17,0,2023-11-16,1806.27308375871,1084.1422137923466,2528.4039537250737
SC17,0,2023-11-17,1674.8414601348416,832.1617350036952,2517.5211852659877
SC17,0,2023-11-18,1920.426080897807,1065.1716098905085,2775.6805519051054
SC17,0,2023-11-19,1771.3759053787182,867.0331055477612,2675.718705209675
SC17,0,2023-11-20,1765.2606320420819,803.9518729277371,2726.5693911564267
SC17,0,2023-11-21,1857.6899959408215,873.6171275977555,2841.7628642838877
SC17,0,2023-11-22,1776.343770585412,748.168751135481,2804.518790035343
SC17,0,2023-11-23,1797.2365816193185,730.3288681246163,2864.1442951140207
SC17,0,2023-11-24,1825.4226285638483,730.5442427176024,2920.3010144100945
SC17,0,2023-11-25,1787.361550430834,654.9105498682329,2919.8125509934353
SC17,0,2023-11-26,1805.9089439306226,641.2213009640352,2970.59658689721
SC17,0,2023-11-27,1811.038859349046,617.109816034372,3004.9679026637205
SC17,0,2023-11-28,1795.5237774919656,568.8931788609027,3022.1543761230287
SC17,0,2023-11-29,1806.7884945210712,550.8625843691343,3062.714404673008
SC17,0,2023-11-30,1805.4769326682435,520.9634344644492,3089.990430872038
SC17,0,2023-12-01,1800.1208254599305,486.1935439517449,3114.0481069681164
SC17,0,2023-12-02,1805.8049782969636,464.38946100446174,3147.2204955894654
SC17,0,2023-12-03,1803.7029439052035,435.0105180515134,3172.3953697588936
SC17,0,2023-12-04,1802.3232887550694,406.479503968505,3198.1670735416337
SC17,0,2023-12-05,1804.814968900974,382.89682815168976,3226.7331096502585
SC17,0,2023-12-06,1803.3296047097012,355.5315868881844,3251.127622531218
SC17,0,2023-12-07,1803.2428616168363,329.9542773279461,3276.5314459057263
SC17,0,2023-12-08,1804.1876709240742,306.0560789156882,3302.3192629324603
SC17,0,2023-12-09,1803.3702671225649,280.64436297289376,3326.096171272236
SC17,0,2023-12-10,1803.5708670398496,256.66262027016523,3350.4791138095343
SC17,0,2023-12-11,1803.862673685983,233.2138235029513,3374.511523869015
SC17,0,2023-12-12,1803.4777767073228,209.36711121164421,3397.5884422030013
SC17,0,2023-12-13,1803.6613950720275,186.45764249652984,3420.865147647525
SC17,1,2023-11-03,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-04,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-05,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-06,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-07,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-08,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-09,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-10,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-11,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-12,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-13,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-14,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-15,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-16,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-17,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-18,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-19,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-20,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-21,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-22,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-23,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-24,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-25,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-26,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-27,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-28,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-29,1218.0000068238633,245.33687723190837,2190.6631364158184
SC17,1,2023-11-30,1218.0000068238633,245.33687723190837,2190.6631364158184
