Center,Hour,Date,Forecast,Lower_CI,Upper_CI
SC30,0,2023-11-15,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-16,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-17,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-18,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-19,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-20,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-21,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-22,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-23,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-24,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-25,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-26,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-27,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-28,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-29,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-11-30,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-01,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-02,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-03,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-04,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-05,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-06,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-07,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-08,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-09,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-10,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-11,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-12,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-13,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,0,2023-12-14,145.0666437192475,-159.4371030422588,449.5703904807538
SC30,1,2023-11-08,99.62879818070974,-492.4106548607094,691.6682512221289
SC30,1,2023-11-09,13.702004761534127,-640.4400383663667,667.8440478894349
SC30,1,2023-11-10,-72.22478865764148,-821.3909360035107,676.9413586882276
SC30,1,2023-11-11,-158.15158207681708,-1033.1761978602135,716.8730337065792
SC30,1,2023-11-12,-244.0783754959927,-1271.8280295099462,783.6712785179607
SC30,1,2023-11-13,-330.0051689151683,-1533.403186476518,873.3928486461814
SC30,1,2023-11-14,-415.93196233434395,-1814.6719107543533,982.8079860856653
SC30,1,2023-11-15,-501.8587557535196,-2113.163310540369,1109.4457990333296
SC30,1,2023-11-16,-587.7855491726951,-2427.0154468820238,1251.4443485366332
SC30,1,2023-11-17,-673.7123425918708,-2754.8128306519366,1407.388145468195
SC30,1,2023-11-18,-759.6391360110464,-3095.4587556840966,1576.1804836620036
SC30,1,2023-11-19,-845.565929430222,-3448.0842929407972,1756.9524340803534
SC30,1,2023-11-20,-931.4927228493976,-3811.985372506615,1948.99992680782
SC30,1,2023-11-21,-1017.4195162685733,-4186.579431080825,2151.740398543678
SC30,1,2023-11-22,-1103.3463096877488,-4571.375269806906,2364.6826504314076
SC30,1,2023-11-23,-1189.2731031069243,-4965.951784897463,2587.4055786836143
SC30,1,2023-11-24,-1275.1998965260998,-5369.94269803335,2819.542904981151
SC30,1,2023-11-25,-1361.1266899452753,-5783.0253948324535,3060.7720149419033
SC30,1,2023-11-26,-1447.0534833644508,-6204.912619141623,3310.8056524127214
SC30,1,2023-11-27,-1532.9802767836263,-6635.3461851036445,3569.385631536392
SC30,1,2023-11-28,-1618.9070702028018,-7074.092138446766,3836.2779980411615
SC30,1,2023-11-29,-1704.8338636219773,-7520.936975513965,4111.2692482700095
SC30,1,2023-11-30,-1790.7606570411529,-7975.684646350515,4394.16333226821
SC30,1,2023-12-01,-1876.6874504603284,-8438.154147621946,4684.77924670129
SC30,1,2023-12-02,-1962.6142438795039,-8908.17756548878,4982.949077729773
SC30,1,2023-12-03,-2048.5410372986794,-9385.598466278538,5288.51639168118
SC30,1,2023-12-04,-2134.467830717855,-9870.270559329738,5601.3348978940285
SC30,1,2023-12-05,-2220.394624137031,-10362.056575304034,5921.267327029971
SC30,1,2023-12-06,-2306.3214175562066,-10860.827316930963,6248.184481818551
SC30,1,2023-12-07,-2392.2482109753823,-11366.460849146766,6581.964427196002
SC30,7,2023-11-02,346.0,155.66857007668244,536.3314299233175
SC30,7,2023-11-03,346.0,76.83071045658005,615.16928954342
SC30,7,2023-11-04,346.0,16.336293095578696,675.6637069044214
SC30,7,2023-11-05,346.0,-34.662859846635,726.662859846635
SC30,7,2023-11-06,346.0,-79.59401556327549,771.5940155632754
SC30,7,2023-11-07,346.0,-120.21488532642144,812.2148853264214
SC30,7,2023-11-08,346.0,-157.5696302564155,849.5696302564155
SC30,7,2023-11-09,346.0,-192.3385790868398,884.3385790868398
SC30,7,2023-11-10,346.0,-224.9942897699524,916.9942897699524
SC30,7,2023-11-11,346.0,-255.8808288744102,947.8808288744102
SC30,7,2023-11-12,346.0,-285.25793886746624,977.2579388674662
SC30,7,2023-11-13,346.0,-313.3274138088424,1005.3274138088424
SC30,7,2023-11-14,346.0,-340.24972992090215,1032.2497299209022
SC30,7,2023-11-15,346.0,-366.1550007078275,1058.1550007078276
SC30,7,2023-11-16,346.0,-391.1504583528524,1083.1504583528524
SC30,7,2023-11-17,346.0,-415.3257196932698,1107.3257196932698
SC30,7,2023-11-18,346.0,-438.7565894486837,1130.7565894486838
SC30,7,2023-11-19,346.0,-461.50786863025974,1153.5078686302597
SC30,7,2023-11-20,346.0,-483.6354688153343,1175.6354688153342
SC30,7,2023-11-21,346.0,-505.188031126551,1197.1880311265509
SC30,7,2023-11-22,346.0,-526.2081847527853,1218.2081847527852
SC30,7,2023-11-23,346.0,-546.733538502057,1238.733538502057
SC30,7,2023-11-24,346.0,-566.7974715034319,1258.797471503432
SC30,7,2023-11-25,346.0,-586.4297706528429,1278.4297706528428
SC30,7,2023-11-26,346.0,-605.6571496165874,1297.6571496165875
SC30,7,2023-11-27,346.0,-624.5036752290137,1316.5036752290137
SC30,7,2023-11-28,346.0,-642.9911207132637,1334.9911207132636
SC30,7,2023-11-29,346.0,-661.139260512831,1353.139260512831
SC30,7,2023-11-30,346.0,-678.9661181146364,1370.9661181146364
SC30,7,2023-12-01,346.0,-696.4881757121475,1388.4881757121475
SC30,8,2023-11-28,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-11-29,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-11-30,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-01,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-02,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-03,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-04,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-05,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-06,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-07,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-08,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-09,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-10,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-11,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-12,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-13,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-14,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-15,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-16,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-17,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-18,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-19,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-20,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-21,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-22,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-23,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-24,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-25,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-26,232.66668449801173,19.616265299224523,445.717103696799
SC30,8,2023-12-27,232.66668449801173,19.616265299224523,445.717103696799
SC30,9,2023-11-30,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-01,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-02,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-03,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-04,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-05,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-06,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-07,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-08,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-09,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-10,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-11,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-12,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-13,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-14,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-15,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-16,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-17,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-18,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-19,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-20,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-21,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-22,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-23,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-24,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-25,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-26,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-27,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-28,243.1333157758232,8.786884098298145,477.4797474533483
SC30,9,2023-12-29,243.1333157758232,8.786884098298145,477.4797474533483
SC30,10,2023-11-04,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-05,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-06,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-07,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-08,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-09,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-10,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-11,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-12,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-13,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-14,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-15,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-16,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-17,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-18,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-19,218.33333824230186,39.080265064711,397.5864114198927
SC30,10,2023-11-20,218.33333824230186,39.080265064711,397.5864114198927
